customer_id,city,signup_date,loyalty_tier,preferred_payment_method
CUST08933,Mumbai,2022-02-06,Bronze,Credit Card
CUST09694,Ahmedabad,2022-02-06,Bronze,Debit Card
CUST05035,Mumbai,2022-02-06,Silver,Debit Card
CUST06842,Mumbai,2022-02-07,Gold,UPI
CUST01882,Kolkata,2022-02-07,Bronze,Credit Card
CUST06787,Jaipur,2022-02-07,Bronze,UPI
CUST09850,Bangalore,2022-02-07,Bronze,UPI
CUST09785,Bangalore,2022-02-08,Silver,UPI
CUST02502,Chennai,2022-02-08,Bronze,UPI
CUST07268,Delhi,2022-02-08,Silver,Debit Card
CUST07896,Ahmedabad,2022-02-08,Silver,UPI
CUST05534,Ahmedabad,2022-02-08,Bronze,UPI
CUST06467,Bangalore,2022-02-08,Bronze,UPI
CUST08739,Mumbai,2022-02-08,Gold,UPI
CUST05682,Bangalore,2022-02-08,Bronze,UPI
CUST01993,Hyderabad,2022-02-08,Platinum,UPI
CUST01699,Surat,2022-02-08,Gold,UPI
CUST09099,Jaipur,2022-02-08,Bronze,UPI
CUST06813,Mumbai,2022-02-09,Gold,Debit Card
CUST04805,Ahmedabad,2022-02-09,Bronze,Credit Card
CUST00184,Kolkata,2022-02-09,Bronze,Wallet
CUST06308,Delhi,2022-02-09,Bronze,Wallet
CUST08001,Chennai,2022-02-09,Silver,Debit Card
CUST00733,Hyderabad,2022-02-09,Silver,UPI
CUST04125,Ahmedabad,2022-02-09,Silver,UPI
CUST09015,Pune,2022-02-10,Bronze,Credit Card
CUST00678,Delhi,2022-02-10,Silver,UPI
CUST06111,Surat,2022-02-10,Bronze,Cash
CUST04830,Bangalore,2022-02-10,Gold,UPI
CUST09169,Pune,2022-02-10,Bronze,UPI
CUST09752,Mumbai,2022-02-10,Bronze,UPI
CUST04191,Chennai,2022-02-10,Bronze,Credit Card
CUST00745,Pune,2022-02-11,Bronze,Credit Card
CUST04305,Ahmedabad,2022-02-11,Bronze,UPI
CUST09026,Delhi,2022-02-11,Silver,UPI
CUST02043,Bangalore,2022-02-11,Gold,Debit Card
CUST04503,Pune,2022-02-11,Bronze,Credit Card
CUST04592,Pune,2022-02-11,Platinum,Credit Card
CUST09803,Mumbai,2022-02-12,Bronze,UPI
CUST01713,Chennai,2022-02-12,Silver,Cash
CUST09575,Delhi,2022-02-12,Silver,UPI
CUST09334,Chennai,2022-02-12,Gold,UPI
CUST01040,Pune,2022-02-12,Silver,UPI
CUST09232,Mumbai,2022-02-13,Bronze,UPI
CUST01440,Hyderabad,2022-02-13,Silver,UPI
CUST06427,Jaipur,2022-02-13,Bronze,UPI
CUST00225,Pune,2022-02-13,Bronze,Credit Card
CUST08392,Mumbai,2022-02-13,Platinum,UPI
CUST02768,Pune,2022-02-14,Gold,UPI
CUST09744,Hyderabad,2022-02-14,Bronze,Credit Card
CUST06833,Bangalore,2022-02-14,Silver,UPI
CUST04073,Bangalore,2022-02-14,Bronze,UPI
CUST01293,Bangalore,2022-02-14,Silver,UPI
CUST04810,Ahmedabad,2022-02-14,Platinum,Cash
CUST06613,Pune,2022-02-14,Bronze,UPI
CUST04203,Mumbai,2022-02-14,Silver,Wallet
CUST09030,Delhi,2022-02-15,Bronze,UPI
CUST06312,Bangalore,2022-02-15,Gold,Credit Card
CUST05660,Hyderabad,2022-02-15,Bronze,UPI
CUST08396,Hyderabad,2022-02-15,Silver,UPI
CUST07347,Delhi,2022-02-16,Bronze,UPI
CUST03388,Bangalore,2022-02-16,Bronze,Wallet
CUST02812,Hyderabad,2022-02-16,Silver,UPI
CUST08516,Pune,2022-02-16,Bronze,UPI
CUST08381,Bangalore,2022-02-16,Bronze,Wallet
CUST06771,Mumbai,2022-02-16,Gold,UPI
CUST02380,Ahmedabad,2022-02-17,Gold,Cash
CUST09335,Delhi,2022-02-17,Silver,Debit Card
CUST06169,Mumbai,2022-02-17,Bronze,UPI
CUST07823,Delhi,2022-02-18,Silver,UPI
CUST05368,Delhi,2022-02-18,Bronze,UPI
CUST03949,Mumbai,2022-02-18,Bronze,Credit Card
CUST00484,Hyderabad,2022-02-18,Bronze,UPI
CUST07207,Pune,2022-02-19,Bronze,Cash
CUST06742,Mumbai,2022-02-19,Gold,UPI
CUST08270,Hyderabad,2022-02-19,Silver,Cash
CUST08499,Mumbai,2022-02-20,Bronze,UPI
CUST00464,Bangalore,2022-02-20,Gold,UPI
CUST00591,Mumbai,2022-02-20,Silver,UPI
CUST05332,Pune,2022-02-20,Gold,Debit Card
CUST03361,Ahmedabad,2022-02-20,Bronze,Debit Card
CUST07313,Pune,2022-02-21,Silver,UPI
CUST01373,Ahmedabad,2022-02-21,Silver,UPI
CUST00003,Chennai,2022-02-21,Bronze,UPI
CUST07033,Bangalore,2022-02-21,Bronze,UPI
CUST08468,Bangalore,2022-02-21,Bronze,Wallet
CUST05188,Delhi,2022-02-21,Bronze,Debit Card
CUST07966,Mumbai,2022-02-21,Silver,UPI
CUST01034,Mumbai,2022-02-22,Silver,UPI
CUST04362,Bangalore,2022-02-22,Silver,Debit Card
CUST04658,Bangalore,2022-02-22,Silver,UPI
CUST00767,Chennai,2022-02-22,Silver,Wallet
CUST01465,Surat,2022-02-22,Silver,UPI
CUST06185,Mumbai,2022-02-23,Bronze,Debit Card
CUST04139,Hyderabad,2022-02-23,Silver,Debit Card
CUST01602,Delhi,2022-02-23,Gold,Cash
CUST06923,Pune,2022-02-23,Silver,UPI
CUST02233,Kolkata,2022-02-23,Bronze,UPI
CUST02184,Pune,2022-02-23,Bronze,Debit Card
CUST03196,Bangalore,2022-02-23,Gold,UPI
CUST06935,Jaipur,2022-02-23,Bronze,UPI
CUST09527,Kolkata,2022-02-23,Silver,Wallet
CUST08906,Hyderabad,2022-02-24,Bronze,Credit Card
CUST09727,Ahmedabad,2022-02-24,Bronze,Debit Card
CUST02478,Ahmedabad,2022-02-24,Bronze,UPI
CUST00021,Hyderabad,2022-02-24,Bronze,UPI
CUST01964,Delhi,2022-02-24,Bronze,Credit Card
CUST08595,Chennai,2022-02-24,Silver,UPI
CUST03754,Hyderabad,2022-02-24,Bronze,UPI
CUST03285,Delhi,2022-02-25,Silver,Cash
CUST00712,Bangalore,2022-02-25,Bronze,UPI
CUST08990,Bangalore,2022-02-25,Bronze,UPI
CUST07699,Delhi,2022-02-25,Silver,UPI
CUST00707,Delhi,2022-02-25,Silver,Debit Card
CUST05938,Pune,2022-02-26,Bronze,Credit Card
CUST04577,Delhi,2022-02-26,Platinum,UPI
CUST09289,Delhi,2022-02-26,Gold,Credit Card
CUST00499,Surat,2022-02-26,Bronze,Credit Card
CUST09146,Delhi,2022-02-26,Bronze,Wallet
CUST01975,Pune,2022-02-27,Bronze,Credit Card
CUST04171,Mumbai,2022-02-27,Silver,UPI
CUST08983,Hyderabad,2022-02-27,Bronze,UPI
CUST00830,Delhi,2022-02-28,Bronze,Wallet
CUST08722,Chennai,2022-02-28,Silver,UPI
CUST02307,Mumbai,2022-02-28,Bronze,Cash
CUST06206,Jaipur,2022-02-28,Bronze,UPI
CUST08613,Surat,2022-02-28,Silver,UPI
CUST09385,Bangalore,2022-02-28,Gold,Credit Card
CUST04961,Bangalore,2022-03-01,Bronze,UPI
CUST01105,Surat,2022-03-01,Silver,UPI
CUST03412,Mumbai,2022-03-01,Bronze,UPI
CUST01607,Mumbai,2022-03-01,Bronze,UPI
CUST08767,Ahmedabad,2022-03-01,Silver,UPI
CUST07392,Mumbai,2022-03-01,Gold,Cash
CUST08145,Jaipur,2022-03-01,Bronze,Debit Card
CUST09160,Delhi,2022-03-01,Bronze,UPI
CUST00696,Hyderabad,2022-03-01,Gold,UPI
CUST09538,Chennai,2022-03-01,Silver,UPI
CUST04540,Mumbai,2022-03-01,Bronze,Debit Card
CUST01231,Kolkata,2022-03-01,Silver,UPI
CUST07241,Ahmedabad,2022-03-01,Bronze,UPI
CUST09942,Mumbai,2022-03-02,Silver,Credit Card
CUST03147,Kolkata,2022-03-02,Gold,UPI
CUST06910,Bangalore,2022-03-02,Bronze,Cash
CUST04090,Mumbai,2022-03-02,Bronze,Debit Card
CUST06856,Delhi,2022-03-02,Platinum,UPI
CUST03863,Delhi,2022-03-02,Bronze,Credit Card
CUST08900,Jaipur,2022-03-02,Bronze,Credit Card
CUST04143,Mumbai,2022-03-02,Bronze,UPI
CUST07447,Bangalore,2022-03-03,Bronze,Cash
CUST00015,Mumbai,2022-03-03,Bronze,UPI
CUST02319,Delhi,2022-03-04,Bronze,Credit Card
CUST01623,Bangalore,2022-03-04,Bronze,Cash
CUST04560,Surat,2022-03-04,Bronze,UPI
CUST05537,Mumbai,2022-03-05,Bronze,Credit Card
CUST05415,Mumbai,2022-03-05,Silver,Credit Card
CUST02151,Delhi,2022-03-05,Bronze,Credit Card
CUST04047,Delhi,2022-03-05,Bronze,UPI
CUST04322,Jaipur,2022-03-05,Bronze,UPI
CUST07566,Kolkata,2022-03-05,Silver,UPI
CUST00742,Pune,2022-03-05,Silver,Credit Card
CUST03514,Ahmedabad,2022-03-05,Silver,UPI
CUST01497,Hyderabad,2022-03-05,Bronze,UPI
CUST07277,Pune,2022-03-05,Bronze,UPI
CUST02784,Ahmedabad,2022-03-06,Bronze,UPI
CUST08934,Hyderabad,2022-03-06,Silver,UPI
CUST03077,Jaipur,2022-03-06,Gold,UPI
CUST00238,Mumbai,2022-03-06,Bronze,Cash
CUST06333,Bangalore,2022-03-06,Silver,UPI
CUST06497,Delhi,2022-03-06,Bronze,UPI
CUST07293,Mumbai,2022-03-06,Bronze,Wallet
CUST02497,Bangalore,2022-03-06,Silver,Cash
CUST00103,Pune,2022-03-07,Platinum,UPI
CUST00014,Pune,2022-03-07,Bronze,UPI
CUST09858,Bangalore,2022-03-07,Gold,UPI
CUST06503,Bangalore,2022-03-07,Silver,UPI
CUST02828,Mumbai,2022-03-07,Bronze,Cash
CUST08191,Kolkata,2022-03-07,Bronze,UPI
CUST04249,Bangalore,2022-03-08,Bronze,UPI
CUST06017,Mumbai,2022-03-08,Platinum,UPI
CUST03517,Mumbai,2022-03-08,Bronze,Credit Card
CUST06955,Ahmedabad,2022-03-08,Platinum,UPI
CUST07123,Bangalore,2022-03-08,Bronze,UPI
CUST00985,Chennai,2022-03-08,Bronze,Cash
CUST05206,Delhi,2022-03-08,Bronze,UPI
CUST03544,Delhi,2022-03-08,Gold,Wallet
CUST02165,Bangalore,2022-03-08,Bronze,UPI
CUST08289,Mumbai,2022-03-08,Gold,Cash
CUST08944,Jaipur,2022-03-09,Gold,Credit Card
CUST03111,Hyderabad,2022-03-09,Bronze,UPI
CUST08745,Bangalore,2022-03-09,Bronze,UPI
CUST01414,Mumbai,2022-03-09,Bronze,Debit Card
CUST04546,Ahmedabad,2022-03-09,Bronze,Debit Card
CUST07729,Jaipur,2022-03-09,Bronze,UPI
CUST05868,Pune,2022-03-10,Gold,Debit Card
CUST04303,Chennai,2022-03-10,Bronze,Cash
CUST02838,Mumbai,2022-03-10,Bronze,UPI
CUST08239,Hyderabad,2022-03-10,Bronze,Debit Card
CUST06353,Mumbai,2022-03-10,Bronze,UPI
CUST07636,Mumbai,2022-03-10,Bronze,Debit Card
CUST01323,Kolkata,2022-03-10,Bronze,UPI
CUST03010,Mumbai,2022-03-11,Bronze,Wallet
CUST07822,Delhi,2022-03-11,Bronze,Credit Card
CUST09268,Pune,2022-03-11,Silver,UPI
CUST04102,Delhi,2022-03-12,Silver,Credit Card
CUST06601,Bangalore,2022-03-12,Bronze,Wallet
CUST09235,Chennai,2022-03-13,Silver,Credit Card
CUST07890,Delhi,2022-03-13,Silver,UPI
CUST06207,Pune,2022-03-13,Gold,Credit Card
CUST08456,Mumbai,2022-03-13,Bronze,Cash
CUST04420,Mumbai,2022-03-13,Bronze,UPI
CUST02156,Pune,2022-03-13,Bronze,UPI
CUST07683,Hyderabad,2022-03-14,Silver,UPI
CUST07249,Mumbai,2022-03-14,Gold,UPI
CUST04666,Hyderabad,2022-03-14,Bronze,UPI
CUST03901,Delhi,2022-03-14,Bronze,Credit Card
CUST05877,Kolkata,2022-03-15,Bronze,Debit Card
CUST01213,Mumbai,2022-03-15,Silver,Debit Card
CUST08943,Kolkata,2022-03-15,Bronze,Debit Card
CUST07148,Pune,2022-03-15,Bronze,Credit Card
CUST09483,Hyderabad,2022-03-15,Silver,UPI
CUST07964,Delhi,2022-03-15,Bronze,UPI
CUST00438,Ahmedabad,2022-03-15,Bronze,Cash
CUST05039,Chennai,2022-03-15,Gold,Credit Card
CUST07329,Mumbai,2022-03-16,Silver,UPI
CUST02625,Delhi,2022-03-16,Bronze,UPI
CUST02090,Delhi,2022-03-16,Bronze,UPI
CUST01073,Mumbai,2022-03-17,Bronze,UPI
CUST09155,Mumbai,2022-03-17,Platinum,UPI
CUST05543,Kolkata,2022-03-17,Bronze,Credit Card
CUST09773,Mumbai,2022-03-17,Bronze,UPI
CUST07997,Pune,2022-03-17,Silver,Debit Card
CUST02077,Pune,2022-03-17,Bronze,UPI
CUST07979,Chennai,2022-03-17,Bronze,UPI
CUST09956,Delhi,2022-03-17,Platinum,Credit Card
CUST03316,Hyderabad,2022-03-17,Bronze,Wallet
CUST07121,Kolkata,2022-03-17,Bronze,UPI
CUST09997,Kolkata,2022-03-17,Bronze,Debit Card
CUST01181,Surat,2022-03-17,Silver,UPI
CUST04818,Ahmedabad,2022-03-18,Bronze,UPI
CUST07308,Pune,2022-03-18,Silver,Cash
CUST02630,Delhi,2022-03-18,Silver,UPI
CUST01390,Delhi,2022-03-18,Bronze,UPI
CUST02621,Chennai,2022-03-18,Silver,UPI
CUST06652,Kolkata,2022-03-18,Bronze,UPI
CUST09018,Ahmedabad,2022-03-18,Bronze,UPI
CUST04484,Bangalore,2022-03-18,Bronze,UPI
CUST07902,Pune,2022-03-19,Bronze,Debit Card
CUST05848,Chennai,2022-03-19,Silver,UPI
CUST08091,Kolkata,2022-03-19,Platinum,UPI
CUST05371,Delhi,2022-03-19,Bronze,Credit Card
CUST01787,Hyderabad,2022-03-19,Gold,Credit Card
CUST06623,Bangalore,2022-03-19,Bronze,Cash
CUST04185,Mumbai,2022-03-19,Silver,UPI
CUST01899,Delhi,2022-03-19,Silver,UPI
CUST07637,Delhi,2022-03-19,Bronze,UPI
CUST04763,Chennai,2022-03-19,Bronze,UPI
CUST00505,Hyderabad,2022-03-20,Silver,UPI
CUST06987,Delhi,2022-03-20,Bronze,Credit Card
CUST01982,Ahmedabad,2022-03-20,Bronze,UPI
CUST02441,Bangalore,2022-03-21,Gold,Credit Card
CUST05727,Mumbai,2022-03-21,Bronze,UPI
CUST00475,Bangalore,2022-03-21,Silver,UPI
CUST04494,Ahmedabad,2022-03-21,Bronze,UPI
CUST01819,Hyderabad,2022-03-22,Silver,Wallet
CUST04910,Bangalore,2022-03-22,Bronze,UPI
CUST05670,Chennai,2022-03-22,Bronze,UPI
CUST04879,Delhi,2022-03-22,Silver,Credit Card
CUST07947,Hyderabad,2022-03-22,Bronze,Debit Card
CUST02927,Ahmedabad,2022-03-22,Bronze,UPI
CUST01320,Mumbai,2022-03-22,Gold,UPI
CUST06433,Kolkata,2022-03-22,Gold,UPI
CUST06997,Hyderabad,2022-03-22,Bronze,UPI
CUST00344,Delhi,2022-03-23,Silver,UPI
CUST01029,Pune,2022-03-23,Gold,UPI
CUST05271,Mumbai,2022-03-23,Bronze,UPI
CUST05323,Delhi,2022-03-23,Bronze,UPI
CUST06834,Kolkata,2022-03-23,Gold,Credit Card
CUST05598,Hyderabad,2022-03-23,Gold,Cash
CUST03795,Mumbai,2022-03-23,Gold,UPI
CUST00448,Chennai,2022-03-23,Silver,UPI
CUST08493,Delhi,2022-03-24,Bronze,Credit Card
CUST04032,Pune,2022-03-24,Gold,UPI
